Index,Topic,Link
70,Health,https://www.eldizque.com/descubren-que-falta-de-sexo-puede-afectar-la-percepcion-de-los-colores/
71,Health,https://www.eldizque.com/descubren-la-relacion-entre-los-celulares-y-el-cancer/
72,Health,https://haynoticia.es/banco-semen-denuncia-donante-llenar-los-frascos-leche-condensada5555/
73,Health,https://haynoticia.es/hospitales-espanoles-instalaran-chips-identificacion-los-bebes-partir-2018-3333/
74,Health,https://www.ecoportal.net/paises/estados-unidos/la_fda_finalmente_admite_que_el_pollo_contiene_arsenico_que_causa_cancer/
75,Health,https://www.eldizque.com/organizacion-mundial-de-la-salud-emite-alerta-sanitaria-por-culpa-del-cruz-azul/
76,Health,http://www.abc.es/sociedad/abci-union-europea-podria-prohibir-kebabs-riesgos-para-salud-201712021351_noticia.html
77,Health,https://www.eldizque.com/descubren-que-las-campechanas-son-mas-eficaces-que-el-viagra/
79,Economy,http://www.elruinaversal.com/2017/06/12/wikipedia-dejara-de-funcionar-luego-de-que-solo-lograran-juntar-300-dolares-de-donaciones/
80,Economy,https://www.eldizque.com/uber-ahora-ofrecera-servicio-de-bicicletas-bicitaxistas-prenden-las-alarmas/
81,Economy,https://www.eldizque.com/la-gasolina-remplazara-al-peso-como-moneda-mexicana/
82,Economy,https://www.eldizque.com/televisa-compra-los-derechos-de-los-chats-de-facebook/
83,Economy,https://www.eldizque.com/la-secretaria-de-energia-confirma-que-disney-comprara-pemex/
84,Economy,http://www.elruinaversal.com/2017/12/13/privatizaran-el-cerro-del-tepeyac-para-construir-un-complejo-de-departamentos-y-casas-de-lujo/
85,Economy,https://haynoticia.es/las-monedas-euro-cambiaran-la-cara-del-rey-la-deportistas-nacionales-nadal-e-iniesta3333/
87,Sport,https://www.eldizque.com/tras-la-final-rayados-exige-recuento-goles-por-goles-porteria-por-porteria/
88,Sport,https://www.eldizque.com/pide-conade-que-se-repita-el-partido-mexico-vs-corea-en-rio-2016/
90,Sport,https://www.eldizque.com/persiste-un-inquietante-rumor-sobre-los-juegos-olimpicos-de-rio-2016/
91,Sport,https://www.eldizque.com/miguel-angel-mancera-enfrentara-a-floyd-mayweather-en-el-zocalo-capitalino/
92,Sport,https://www.eldizque.com/los-cachorros-de-chicago-se-deslindan-de-cm-punk/
93,Sport,https://www.eldizque.com/panico-en-rio-2016-le-informan-a-epn-que-las-medallas-no-se-ganan-por-decreto/
94,Sport,https://www.eldizque.com/directivos-de-las-chivas-sacamos-a-almeyda-porque-ya-habiamos-contratado-a-zidane/
95,Sport,https://www.eldizque.com/televisa-compra-al-club-guadalajara-las-ahora-chivas-de-coapa-jugaran-en-el-azteca/
96,Sport,https://www.eldizque.com/enrique-pena-nieto-pide-solidaridad-por-las-chivas-del-guadalajara/
97,Sport,https://www.eldizque.com/jorge-kahwagi-entrara-al-salon-de-la-fama-del-boxeo-internacional/
98,Sport,https://www.eldizque.com/no-mas-estadio-azteca-las-aguilas-del-america-se-mudan-a-culiacan/
99,Sport,https://www.eldizque.com/la-conade-presento-las-medallas-de-consolacion-que-recibiran-los-atletas-mexicanos-en-rio-2016/
100,Sport,https://www.eldizque.com/pumas-de-la-unam-levanta-queja-tras-la-derrota-ante-tigres-fue-una-conspiracion-aseguran/
101,Sport,https://www.eldizque.com/la-derrota-del-america-ante-rayados-fue-una-cortina-de-humo-revelan/
102,Sport,https://haynoticia.es/nueva-normativa-obliga-a-llevar-gorro-en-la-barba-en-todas-las-piscinas3333/
103,Sport,https://www.eldizque.com/ricardo-pelaez-revela-guardiola-sera-el-nuevo-dt-del-club-america/
104,Sport,https://www.eldizque.com/denuncian-fraude-en-la-final-del-voleibol-de-playa-femenil-de-rio-2016/
105,Sport,https://www.eldizque.com/dos-razones-por-las-que-los-rayados-seran-campeones-de-la-liga-mx/
106,Sport,https://www.eldizque.com/para-exterminar-a-las-barras-bravas-la-femexfut-traera-hooligans-a-mexico/
107,Sport,https://www.eldizque.com/cruz-azul-dejara-la-liga-mx-para-integrarse-a-futbolito-bimbo/
108,Sport,https://www.eldizque.com/cuauhtemoc-blanco-deja-la-alcaldia-de-cuernavaca-ahora-jugara-con-el-real-madrid/
109,Sport,https://www.eldizque.com/la-camiseta-verde-del-america-sera-la-oficial-de-la-seleccion-mexicana-en-rusia/
110,Sport,https://haynoticia.es/expedientado-cura-por-poner-un-televisor-en-el-confesionario-para-ver-el-futbol/
111,Sport,https://haynoticia.es/messi-todavia-estoy-tiempo-jugar-la-seleccion-espanola/
112,Sport,https://www.eldizque.com/lo-mejor-es-no-pagarles-a-los-jugadores-de-las-chivas-vergara/
114,Sport,https://www.eldizque.com/maradona-y-el-papa-francisco-se-fueron-de-parranda-tras-el-partido-de-argentina/
115,Sport,https://www.eldizque.com/los-cachorros-de-chicago-se-deslindan-del-cruz-azul/
116,Sport,https://www.eldizque.com/lionel-messi-y-el-cruz-azul-favoritos-para-el-balon-de-plata-de-la-fifa/
117,Sport,https://www.eldizque.com/tenemos-la-lista-completa-de-expresiones-prohibidas-en-los-estadios-enviada-por-la-fifa-a-mexico/
118,Sport,https://www.eldizque.com/terminando-la-campana-de-los-patriotas-tom-brady-se-ira-a-miami/
119,Sport,http://lavozpopular.com/uspendido-superbowl-anuncios-lady-gaga/
120,Sport,https://www.eldizque.com/otro-fraude-en-la-rusia-2018-descubren-que-messi-fue-suplantado/
121,Sport,https://www.eldizque.com/el-barcelona-podria-integrarse-a-la-liga-mx/
122,Sport,https://www.eldizque.com/revelada-la-condicion-medica-del-portero-agustin-marchesin-que-causo-la-derrota-del-america/
123,Sport,https://www.eldizque.com/pena-nieto-decreta-una-nueva-fiesta-anual-el-dia-del-mundial/
124,Sport,https://www.eldizque.com/la-conapred-defiende-a-darwin-quintero-y-pide-que-no-salga-del-america/
125,Sport,https://www.clarin.com/deportes/seleccion-nacional/resignarse-lionel-messi-rusia_0_HJc1DVYnG.html
126,Politics,http://www.elruinaversal.com/2018/03/26/nuevo-leon-inicia-tramites-para-independizarse-de-la-republica-mexicana/
127,Politics,https://www.eldizque.com/trump-castigara-a-mexico-cancelara-todas-las-transmisiones-de-la-nfl/
128,Politics,https://haynoticia.es/nueva-ley-permitira-fumar-interior-locales-previo-pago3333/
129,Politics,http://www.elruinaversal.com/2017/09/09/pan-analiza-idea-de-lanzar-a-marta-sahagun-a-la-presidencia-en-2018-en-vez-de-margarita-zavala/
130,Politics,https://www.eldizque.com/baja-california-norte-y-baja-california-sur-firman-un-tratado-de-paz/
131,Politics,http://www.elruinaversal.com/2017/06/04/nicolas-maduro-recomienda-a-habitantes-del-edomex-votar-por-delfina-gomez/
132,Politics,https://www.laotraopinion.com.mx/cuando-pepe-mujica-rechazo-reunirse-con-lopez-obrador/
133,Politics,http://www.elruinaversal.com/2018/06/13/pato-zambrano-es-de-los-mejores-elementos-de-morena-me-recuerda-a-mi-cuando-inicie-en-la-politica-amlo/
134,Politics,http://www.elruinaversal.com/2018/07/03/expertos-confirman-que-fuimos-hackeados-durante-la-eleccion-los-resultados-tendran-que-invalidarse-director-del-ine/
135,Politics,https://www.eldizque.com/tras-demanda-el-pri-debera-cambiar-sus-colores/
136,Politics,https://www.eldizque.com/impactante-escena-de-celos-armo-angelica-rivera-a-enrique-pena-nieto/
137,Politics,http://www.elruinaversal.com/2018/07/03/los-mexicanos-son-unos-mediocres-ignorantes-debieron-votar-por-anaya-gobernador-de-atlanta/
138,Politics,http://www.elruinaversal.com/2018/02/06/eruviel-avila-hace-encuesta-entre-familiares-y-amigos-para-demostrar-popularidad-de-meade/
139,Politics,http://www.elruinaversal.com/2018/03/08/margarita-zavala-confiesa-que-si-gana-la-presidencia-habra-una-segunda-guerra-contra-el-narco/
140,Politics,https://www.eldizque.com/presenta-mancera-la-tarjeta-para-poder-ir-a-festejar-los-triunfos-deportivos-al-angel-no-sera-tan-cara-aseguro/
141,Politics,http://www.elruinaversal.com/2017/06/04/alfredo-del-mazo-prohibira-que-las-mujeres-del-edomex-trabajen-si-gana-la-gubernatura/
142,Politics,https://www.eldizque.com/meade-por-fin-toma-una-decision-creo-que-votare-por-mi/
143,Politics,https://haynoticia.es/la-casa-blanca-pone-error-la-bandera-mexicana-la-recepcion-rajoy/
144,Politics,https://noticieros.televisa.com/ultimas-noticias/rusia-podria-estar-apoyando-precampana-amlo-washington-post/
145,Politics,http://www.elruinaversal.com/2018/07/02/ine-autoriza-realizar-examen-psicologico-a-amlo-para-determinar-que-esta-mentalmente-apto-para-gobernar-el-pais/
146,Politics,http://www.elruinaversal.com/2018/06/26/extranjeros-que-tengan-mas-de-6-meses-en-mexico-podran-votar-el-1-de-julio-aunque-no-tengan-ciudadania/
147,Politics,https://www.laotraopinion.com.mx/video-maduro-financia-campana-de-amlo-acusa-diputado-venezolano/
148,Politics,http://www.elruinaversal.com/2017/05/15/revelan-que-el-gobierno-negocio-la-liberacion-de-mireles-a-cambio-de-otorgarle-el-perdon-a-javier-duarte/
149,Politics,https://carlosagaton.blogspot.com/2017/07/angelica-rivera-soy-mexicana-pero-de.html
150,Politics,http://www.elruinaversal.com/2017/09/09/guatemaltecos-sorprenden-al-mundo-al-elegir-a-ricardo-arjona-como-su-nuevo-presidente/
151,Politics,https://haynoticia.es/el-gobierno-regalara-viagra-a-los-pensionistas-para-calmar-los-animos5555/
152,Politics,http://www.elruinaversal.com/2018/03/31/carlos-salinas-de-gortari-revela-que-votara-por-amlo-en-el-2018/
153,Politics,http://www.elruinaversal.com/2017/05/27/amlo-cierra-acuerdo-con-elba-esther-para-que-se-integre-al-gabinete-de-delfina-cuando-gane-el-edomex/
154,Politics,http://www.elruinaversal.com/2018/06/19/ine-autoriza-el-sufragio-vip-el-voto-de-empresarios-politicos-y-celebridades-contara-10-veces-mas/
155,Politics,http://www.elruinaversal.com/2017/04/28/epn-nombra-a-la-revista-hola-como-una-nueva-institucion-gubernamental/
156,Politics,http://www.elruinaversal.com/2018/02/28/carlos-salinas-renuncia-al-pri-y-amlo-lo-invita-a-integrarse-a-morena/
157,Politics,http://www.elruinaversal.com/2018/01/02/elba-esther-gordillo-recibe-brazalete-de-diamantes-para-ser-monitoreada-afuera-de-la-carcel/
158,Politics,http://www.elruinaversal.com/2018/05/09/afirman-que-pri-analiza-destituir-a-meade-como-su-presidenciable-y-lanzar-a-manuel-velasco/
159,Politics,http://www.elruinaversal.com/2017/07/20/javier-duarte-podria-quedar-en-libertad-si-se-comprueba-que-padece-cleptomania/
160,Politics,http://www.elruinaversal.com/2018/01/17/meade-revela-que-bajara-la-mayoria-de-edad-a-los-16-anos-si-gana-las-elecciones/
161,Politics,https://www.eldizque.com/luis-videgaray-deja-shcp-y-toma-el-lugar-de-osorio-al-frente-de-la-seleccion-nacional/
163,Politics,http://www.elruinaversal.com/2018/02/04/militantes-del-pri-confiesan-que-votaran-por-amlo-para-que-les-perdone-todos-sus-robos-del-sexenio/
164,Politics,http://www.elruinaversal.com/2018/06/30/exicanos-en-el-mundial-de-rusia-si-podran-votar-pero-solo-si-lo-hacen-por-meade/
165,Politics,http://www.elruinaversal.com/2017/06/30/duarte-sera-encerrado-en-un-hotel-de-lujo-frente-al-mar-en-lo-que-se-desocupa-un-lugar-para-trasladarlo-a-la-carcel/
166,Politics,https://haynoticia.es/rey-felipe-vi-podria-presentarse-las-proximas-elecciones-propio-partido/
167,Politics,https://www.eldizque.com/el-luchador-octagon-tambien-se-lanzara-por-la-presidencia-de-la-republica/
168,Politics,https://www.eldizque.com/ricardo-anaya-hara-la-ultima-parte-de-su-campana-en-rusia/
169,Politics,https://www.eldizque.com/la-camara-de-diputados-aprueba-una-ley-para-declarar-ilegal-el-futbol-en-mexico/
170,Politics,http://www.elruinaversal.com/2018/07/05/confirmado-pri-expulsa-a-meade-del-partido-por-los-malos-resultados-que-tuvo-en-la-eleccion-2018/
171,Politics,https://haynoticia.es/el-partido-popular-denuncia-a-la-marca-chorizos-pp-por-desprestigiar-su-imagen/?memeo
172,Politics,https://www.laotraopinion.com.mx/el-papa-rechaza-a-amlo-las-ideologias-terminan-en-dictaduras/
173,Politics,https://www.eldizque.com/chicharito-hernandez-toma-el-lugar-de-meade-como-candidato-del-pri/
174,Entertainment,https://www.eldizque.com/aunque-el-america-niega-el-plagio-cambia-el-himno-de-su-centenario-escuchalo-en-exclusiva/
175,Entertainment,http://www.elruinaversal.com/2017/05/21/televisa-prepara-novela-inspirada-en-100-anos-de-soledad/
176,Entertainment,http://www.elruinaversal.com/2017/02/19/televisa-graba-novela-con-personajes-inspirados-en-felipe-calderon-y-margarita-zavala/
177,Entertainment,http://www.elruinaversal.com/2017/04/26/el-chicharito-sustituira-a-cristiano-ronaldo-como-la-imagen-de-la-ropa-interior-cr7-underwear/
178,Entertainment,http://lavozpopular.com/el-fc-barcelona-llevara-publicidad-de-shakira-en-su-camiseta/
179,Entertainment,https://www.eldizque.com/margarita-zavala-busca-a-meryl-streep-para-que-protagonice-la-pelicula-sobre-su-vida/
180,Entertainment,https://www.eldizque.com/big-show-revela-su-mayor-secreto-en-realidad-mido-solo-1-60-de-estatura/
181,Entertainment,http://www.elruinaversal.com/2018/01/30/carlos-trejo-producira-dirigira-y-protagonizara-la-version-mexicana-de-los-cazafantasmas/
182,Entertainment,http://www.elruinaversal.com/2017/04/24/angelica-rivera-inicia-negociaciones-con-televisa-para-interpretar-a-maria-felix-en-la-serie-sobre-su-vida/
183,Entertainment,http://lavozpopular.com/willy-toledo-espana-usaria-la-bandera-limpiarme-culo/
184,Entertainment,https://www.eldizque.com/el-disco-de-villancicos-de-roman-reigns-es-lo-mejor-que-le-ha-pasado-a-la-navidad/
186,Entertainment,https://www.eldizque.com/confirmado-alan-pulido-sera-el-nuevo-james-bond/
187,Entertainment,https://www.eldizque.com/nuevo-escandalo-en-wwe-ahora-se-filtra-un-video-de-big-show-y-brad-maddox/
188,Entertainment,http://www.elruinaversal.com/2018/02/25/chava-iglesias-y-hugo-sanchez-protagonizaran-version-mexicana-de-call-me-by-your-name/
189,Entertainment,https://www.eldizque.com/dc-comics-anuncia-oficialmente-el-romance-entre-batman-y-superman/
190,Entertainment,http://www.elruinaversal.com/2017/06/22/mexicanas-ya-no-podran-concursar-en-el-miss-universo-por-ordenes-de-donald-trump/
191,Entertainment,http://www.elruinaversal.com/2018/01/09/familia-presidencial-de-mexico-sorprende-al-desfilar-por-la-alfombra-roja-de-los-globos-de-oro-2018/
192,Entertainment,http://www.elruinaversal.com/2018/03/13/selena-gomez-se-convierte-en-la-primera-mexicana-deportada-de-eu-por-trump/
193,Entertainment,https://www.eldizque.com/hijo-del-santo-demanda-al-metro-de-la-ciudad-de-mexico/
194,Entertainment,http://www.elruinaversal.com/2017/02/27/niegan-ingreso-a-la-ceremonia-del-oscar-a-donald-trump-y-su-esposa/
195,Entertainment,https://www.eldizque.com/alberto-del-rio-deja-wwe-sera-el-nuevo-chabelo-en-televisa/
196,Entertainment,https://www.eldizque.com/cuatro-extranas-demandas-presentadas-por-el-hijo-del-santo/
197,Entertainment,https://www.eldizque.com/tras-renunciar-a-su-candidatura-margarita-zavala-grabara-un-disco/
198,Entertainment,https://www.eldizque.com/santo-y-blue-demon-si-perdieron-las-mascaras-y-fue-en-acapulco-hace-50-anos/
199,Entertainment,https://www.eldizque.com/jose-antonio-meade-aparecera-en-la-serie-de-luis-miguel/
200,Entertainment,http://www.elruinaversal.com/2017/05/14/paulina-pena-se-integrara-al-elenco-de-la-nueva-temporada-deacapulco-shore/
201,Entertainment,http://www.elruinaversal.com/2018/02/24/karla-souza-rompe-el-silencio-y-confirma-que-fue-eugenio-derbez-el-productor-que-abuso-de-ella/
202,Entertainment,http://www.elruinaversal.com/2018/06/01/ricardo-anaya-acepta-ser-el-verdadero-padre-del-hijo-de-marjorie-de-sousa/
203,Entertainment,https://www.eldizque.com/dia-historico-el-doctor-simi-llega-marvel-comics/
204,Entertainment,https://www.eldizque.com/ante-la-crisis-en-televisa-los-partidos-del-america-seran-transmitidos-en-ppv/
205,Entertainment,http://www.elruinaversal.com/2018/01/04/pitbull-anuncia-dueto-con-el-nino-de-la-cancion-de-movimiento-ciudadano/
206,Entertainment,http://www.elruinaversal.com/2017/03/26/martha-higareda-interpretara-a-la-princesa-leia-en-el-spin-off-de-han-solo/
207,Entertainment,https://www.eldizque.com/madonna-sera-la-nueva-imagen-del-chocolate-abuelita/
208,Entertainment,http://lavozpopular.com/cbs-planea-gran-hermano-la-casa-blanca-trump-oprah/
209,Entertainment,https://www.eldizque.com/tv-azteca-anuncia-que-cambiara-su-nombre-por-uno-mas-nacionalista/
210,Education,http://www.elruinaversal.com/2017/06/04/maestra-de-24-anos-que-tuvo-relaciones-con-un-alumno-de-13-dara-educacion-sexual-en-el-conalep/
211,Education,http://www.elruinaversal.com/2017/06/25/nombran-a-ricardo-arjona-nuevo-miembro-de-la-real-academia-espanola/
212,Education,https://haynoticia.es/deniegan-b1-joven-mudo-no-poder-aprobar-examen-oral3333/
213,Society,https://www.eldizque.com/jorge-vergara-recapacita-y-ofrece-precios-mas-economicos-para-ver-el-clasico-en-chivas-tv/
214,Society,https://www.eldizque.com/mexicano-anuncia-que-se-casara-con-un-iphone-x/
215,Society,https://www.eldizque.com/felps-el-nombre-mas-popular-para-los-bebes-nacidos-en-mexico-este-mes/
216,Society,http://www.elruinaversal.com/2017/03/12/es-oficial-registro-civil-prohibira-ponerle-nombres-gringos-o-extranjeros-a-bebes-mexicanos/
218,Society,http://www.elruinaversal.com/2017/06/29/mujeres-que-deseen-andar-con-un-sugar-daddy-deberan-tramitar-permiso-sanitario-de-prostitucion/
219,Society,https://actualidad.rt.com/actualidad/217004-puertas-infierno-video-fraternidad-universidad-texas/amp
220,Society,https://haynoticia.es/2lleva-diez-anos-trabajando-corte-ingles-sin-nadie-la-haya-contratado/
222,Society,http://www.elruinaversal.com/2017/05/08/unesco-nombra-a-los-tacos-patrimonio-cultural-inmaterial-de-la-humanidad/
223,Society,http://www.elruinaversal.com/2017/07/07/testigos-de-jehova-solo-podran-tocar-un-maximo-de-30-minutos-en-la-puerta-de-una-casa-o-seran-sancionados/
224,Society,http://www.elruinaversal.com/2017/08/19/gringos-comienzan-a-ponerle-nombres-mexicanos-a-sus-bebes-para-que-parezcan-mas-interesantes/
225,Society,https://www.eldizque.com/se-presenta-el-primer-ajedrez-politicamente-correcto/
226,Society,http://www.laverdad.es/gente-estilo/201506/26/marero-muere-cubrirse-testiculos-20150626132305.html
227,Society,https://www.elbuentono.com.mx/gobierno-impide-labor-a-rescatistas/
228,Society,https://www.eldizque.com/uber-y-la-union-de-taxistas-arreglaran-diferencias-en-una-carrera/
229,Science,https://www.eldizque.com/el-gobierno-de-la-ciudad-de-mexico-colocara-antenas-para-restringir-el-acceso-a-internet/
232,Science,http://www.abc.es/recreo/abci-pueblo-rechaza-campo-paneles-solares-miedo-chupar-energia-201512151416_noticia.html
233,Science,https://www.eldizque.com/apple-anuncia-el-lanzamiento-del-iphone-desechable/
234,Science,http://www.elruinaversal.com/2018/03/28/crean-maquina-que-puede-pasar-en-un-100-el-dolor-del-parto-al-padre/
235,Science,https://www.eldizque.com/el-imss-entra-a-la-modernidad-con-la-iniciativa-de-guarderias-virtuales/
236,Science,https://haynoticia.es/lanzan-al-mercado-collar-antiparasitario-ninos5555/
237,Science,https://www.eldizque.com/cientificos-del-cch-vallejo-elaboran-teoria-sobre-stephen-hawking/
238,Science,https://www.eldizque.com/por-mantenimiento-general-el-internet-dejara-de-funcionar-durante-el-proximo-fin-de-semana/
239,Security,https://haynoticia.es/el-gobierno-instalara-en-las-ranuras-de-los-cajeros-automaticos-un-sistema-que-detecta-restos-de-cocaina5555/
240,Security,https://www.eldizque.com/la-aparicion-en-tepito-de-un-pokemon-legendario-dispara-la-criminalidad/
242,Health,https://www.eldizque.com/descubren-que-el-mole-poblano-es-el-mejor-tratamiento-rejuvenecedor/
